data_index_,solar_prediction_mw,wind_prediction_mw,load_actuals_mw,dayofweek,total_gen
2020-02-23 00:00:00+00:00,254.2365588032797,15229.437765391383,9424.04790283229,6,15483.674324194662
2020-02-24 00:00:00+00:00,325.20576453652126,13592.294326901972,10707.638646441073,0,13917.500091438495
2020-02-25 00:00:00+00:00,2011.1449270826813,14295.04989264265,10656.080551607085,1,16306.194819725331
2020-02-26 00:00:00+00:00,1414.3847405645615,14461.964639497131,11300.956535483187,2,15876.349380061693
2020-02-27 00:00:00+00:00,434.90642799023595,11081.740044810023,11509.070185637,3,11516.64647280026
2020-02-28 00:00:00+00:00,1005.4883582650059,13362.404311927558,11043.52766521693,4,14367.892670192563
2020-02-29 00:00:00+00:00,1261.896006759717,18843.266697438983,9633.372742123687,5,20105.1627041987
2020-03-01 00:00:00+00:00,1826.0116104400074,15440.97420311803,9346.685982815317,6,17266.985813558036
2020-03-02 00:00:00+00:00,818.5673155160544,9718.852754468036,10713.150887875252,0,10537.420069984091
2020-03-03 00:00:00+00:00,2566.9595355823994,10866.833450890495,10879.665806725363,1,13433.792986472894
2020-03-04 00:00:00+00:00,2345.821336921825,6389.807664381217,10946.155372865174,2,8735.629001303043
2020-03-05 00:00:00+00:00,391.8758214933967,9071.696038669392,11060.847540044553,3,9463.571860162789
2020-03-06 00:00:00+00:00,1320.1913861787134,10948.67787090149,10710.24615466214,4,12268.869257080205
2020-03-07 00:00:00+00:00,2812.9224823183326,8024.952804256952,9429.191615572292,5,10837.875286575285
2020-03-08 00:00:00+00:00,887.901358202416,15180.063429004118,8951.118470351119,6,16067.964787206534
2020-03-09 00:00:00+00:00,2502.1671778181135,12117.184177497484,10300.911942293413,0,14619.351355315597
2020-03-10 00:00:00+00:00,421.60997058271266,18610.596222266016,10350.930028641136,1,19032.206192848727
2020-03-11 00:00:00+00:00,1069.948206797271,14225.650108394619,10319.087136947066,2,15295.59831519189
2020-03-12 00:00:00+00:00,3253.48688119586,17884.19733525574,9986.760922881087,3,21137.6842164516
2020-03-13 00:00:00+00:00,2392.25849829565,10726.230330785109,10224.304391641032,4,13118.48882908076
2020-03-14 00:00:00+00:00,2106.8150545704725,8385.075124212972,9230.33792510873,5,10491.890178783444
2020-03-15 00:00:00+00:00,1863.1711855396068,12512.47705042165,8817.832916092077,6,14375.648235961256
2020-03-16 00:00:00+00:00,2631.219313881853,1124.0308017052703,10319.83371592235,0,3755.250115587123
2020-03-17 00:00:00+00:00,4363.460455952716,8168.054446253903,9974.926564124324,1,12531.514902206618
2020-03-18 00:00:00+00:00,4130.828407918191,10062.382658935554,9740.519051660125,2,14193.211066853746
2020-03-19 00:00:00+00:00,2113.233730493793,5081.967595714004,10017.190399915138,3,7195.201326207797
2020-03-20 00:00:00+00:00,1035.1815367295244,12462.820386486459,9704.119106820834,4,13498.001923215983
2020-03-21 00:00:00+00:00,3314.7301185226884,15542.922842739634,8722.012209610693,5,18857.652961262324
2020-03-22 00:00:00+00:00,5227.839540920037,15305.721446575455,8423.48817014957,6,20533.56098749549
2020-03-23 00:00:00+00:00,5286.99924946055,11489.238333316045,9241.542127930412,0,16776.237582776594
2020-03-24 00:00:00+00:00,5398.7827188291585,5889.451103135664,9512.52941338708,1,11288.233821964823
2020-03-25 00:00:00+00:00,5384.811739687901,5322.157623409089,9378.710758459743,2,10706.969363096989
2020-03-26 00:00:00+00:00,5352.68399939628,7934.950911240885,9133.238079983028,3,13287.634910637165
2020-03-27 00:00:00+00:00,5079.47118241236,10213.139346727934,9093.360375517132,4,15292.610529140293
2020-03-28 00:00:00+00:00,5127.751977984177,13883.270924310475,8301.94770976981,5,19011.02290229465
2020-03-29 00:00:00+00:00,3941.629921506083,15995.275887643014,8335.747936777341,6,19936.9058091491
2020-03-30 00:00:00+00:00,4043.6759233198864,6165.277158297634,9459.839548106504,0,10208.953081617521
2020-03-31 00:00:00+00:00,5178.347757722577,5188.956714761376,9338.029886496233,1,10367.304472483953
2020-04-01 00:00:00+00:00,5255.328048284705,649.5450278506747,9042.189095152222,2,5904.87307613538
2020-04-02 00:00:00+00:00,3263.67862053022,5664.446694742083,9072.199297761748,3,8928.125315272304
2020-04-03 00:00:00+00:00,3424.707602339182,3273.8630234319085,8877.243074148722,4,6698.57062577109
2020-04-04 00:00:00+00:00,4777.953685461426,2936.5262636530542,8134.503029595842,5,7714.47994911448
2020-04-05 00:00:00+00:00,5433.100353378992,8908.971210596741,7563.428325023868,6,14342.071563975733
2020-04-06 00:00:00+00:00,4613.515182787629,8479.231279886315,8763.990505993423,0,13092.746462673944
2020-04-07 00:00:00+00:00,4847.484129217875,3235.7958965635275,8946.854638803437,1,8083.280025781403
2020-04-08 00:00:00+00:00,4870.539762954624,1300.872861929113,8984.34653654397,2,6171.412624883737
2020-04-09 00:00:00+00:00,5376.532351377553,5262.020652027342,8828.244338601888,3,10638.553003404895
2020-04-10 00:00:00+00:00,5581.429621290303,4826.0123746201,8717.51315158587,4,10407.441995910402
2020-04-11 00:00:00+00:00,5614.070269256028,2255.789906334602,8111.976794314204,5,7869.86017559063
2020-04-12 00:00:00+00:00,4752.650342433624,2342.673509185018,7787.9286262862,6,7095.323851618642
2020-04-13 00:00:00+00:00,4646.70309910248,13119.010419367887,7518.801512676355,0,17765.713518470366
2020-04-14 00:00:00+00:00,4566.211652124965,2862.907387430373,9056.731263392383,1,7429.1190395553385
2020-04-15 00:00:00+00:00,5895.7414704318735,2027.6399794620722,8938.12994377851,2,7923.3814498939455
2020-04-16 00:00:00+00:00,5555.407011289365,2902.656835084589,8854.512882147024,3,8458.063846373954
2020-04-17 00:00:00+00:00,5298.910154173313,8843.147411495016,8527.314908242282,4,14142.057565668329
2020-04-18 00:00:00+00:00,3549.414422866436,3516.6533550468325,8290.93967327888,5,7066.067777913268
2020-04-19 00:00:00+00:00,4668.144291209307,9175.800901386829,7800.992351755595,6,13843.945192596137
2020-04-20 00:00:00+00:00,6320.284892266317,15797.047283910919,8197.341067147554,0,22117.332176177235
2020-04-21 00:00:00+00:00,6324.01022610001,15467.327968923419,8251.043683038082,1,21791.33819502343
2020-04-22 00:00:00+00:00,6409.040091315634,11896.661419813914,8571.32638803437,2,18305.701511129548
2020-04-23 00:00:00+00:00,6399.5371673390255,4026.7116236372876,8763.95469184258,3,10426.248790976313
2020-04-24 00:00:00+00:00,6065.843924493943,2360.1223199560195,8684.377704465896,4,8425.966244449963
2020-04-25 00:00:00+00:00,5880.382775119618,2344.9107689275675,8083.449362469502,5,8225.293544047185
2020-04-26 00:00:00+00:00,6304.343747068206,690.484741771863,7793.005038718575,6,6994.8284888400685
2020-04-27 00:00:00+00:00,5035.361353472809,1708.2476012347586,8720.138188182878,0,6743.608954707568
2020-04-28 00:00:00+00:00,1930.1848141403389,8531.796427350515,9229.981298398217,1,10461.981241490854
2020-04-29 00:00:00+00:00,3449.557494449136,6024.51795764048,9105.932332661505,2,9474.075452089615
2020-04-30 00:00:00+00:00,4942.145917378116,14620.351142155938,8705.78710088045,3,19562.497059534053
2020-05-01 00:00:00+00:00,3716.0068174000066,11959.9875503217,7888.798803436936,4,15675.994367721707
2020-05-02 00:00:00+00:00,4608.996309847704,7719.462571879034,8065.071401294155,5,12328.458881726738
2020-05-03 00:00:00+00:00,4468.926884948557,1277.1501206700375,8109.248751458576,6,5746.077005618595
2020-05-04 00:00:00+00:00,2842.96525627795,4386.817627519912,9163.734424525299,0,7229.782883797862
2020-05-05 00:00:00+00:00,6197.251149263534,10970.826806606494,9097.208503235388,1,17168.077955870027
2020-05-06 00:00:00+00:00,6449.178315664384,3807.2257881819896,9287.426979951204,2,10256.404103846373
2020-05-07 00:00:00+00:00,6265.7339650373715,794.8609360729429,9340.872621194441,3,7060.594901110315
2020-05-08 00:00:00+00:00,5696.4771554554845,976.1262111649123,9186.051725893709,4,6672.603366620397
2020-05-09 00:00:00+00:00,5526.003064702756,3860.3397384547093,8278.119289275486,5,9386.342803157466
2020-05-10 00:00:00+00:00,1995.273946899334,8442.010776114987,7992.987578232735,6,10437.28472301432
2020-05-11 00:00:00+00:00,5178.745660943804,15856.028271994857,8830.320369152434,0,21034.77393293866
2020-05-12 00:00:00+00:00,4283.700003127248,1591.6269535535157,9556.442755913864,1,5875.326956680764
2020-05-13 00:00:00+00:00,4387.3526284517,8871.159223221712,9321.373817757505,2,13258.511851673411
2020-05-14 00:00:00+00:00,6225.912374519186,7811.7203006291165,9329.887090272621,3,14037.632675148303
2020-05-15 00:00:00+00:00,6030.068486724834,2132.018251024292,9356.985418478836,4,8162.086737749126
2020-05-16 00:00:00+00:00,4804.347656127842,2152.2770410584267,8547.504784130688,5,6956.624697186269
2020-05-17 00:00:00+00:00,4795.93535978985,2108.852410084239,8248.491248541424,6,6904.787769874089
2020-05-18 00:00:00+00:00,5951.9210290547735,5557.009577068101,9142.229054842473,0,11508.930606122874
2020-05-19 00:00:00+00:00,5810.797604528256,1731.9460530948165,9333.265522435557,1,7542.743657623072
